Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
i c amaseno,57,57,110,7,0.00,https://www.scuoladvisor.it/lazio/amaseno/istituto-comprensivo,0,0,0.00,0,0,"[35,0,0,0,0,0,0,0,100,66,54,29]",2026-03-16,"Knowledge panel, Related searches","informational, navigational",Organic
ic rubino nicodemi,26,26,140,27,0.00,https://www.scuoladvisor.it/scuole/46959/ic-r-nicodemi-fisciano,0,0,0.00,0.02,920,"[53,34,43,43,34,43,43,34,34,81,65,53]",2026-02-07,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
istituto galileo galilei palermo,34,34,70,27,0.00,https://www.scuoladvisor.it/scuole/25059/galilei,0,0,0.00,0,366000,"[12,35,28,17,12,7,12,12,17,43,17,17]",2026-02-10,"Local pack, Sitelinks, Video, Related searches",navigational,Organic
itc vittorio veneto,63,63,1000,23,0.00,https://www.scuoladvisor.it/veneto/vittorio-veneto/istituto-tecnico-commerciale,0,0,0.00,0,108000,"[36,44,36,44,27,27,20,8,10,36,44,36]",2026-03-02,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
istituto comprensivo don gnocchi,14,14,140,28,0.00,https://www.scuoladvisor.it/scuole/25835/primaria-don-cgnocchi,0,0,0.00,0.04,30700,"[44,23,18,18,15,23,18,18,15,35,35,28]",2026-02-07,"Knowledge panel, Sitelinks, Image, Related searches",navigational,Organic
ic pontevico,69,69,590,9,0.00,https://www.scuoladvisor.it/lombardia/pontevico,0,0,0.00,0,0,"[20,13,10,10,16,16,8,16,36,20,16,16]",2026-03-11,"Local pack, Sitelinks, Video, Image, Related searches",navigational,Organic
cucuzza euclide,29,29,390,38,0.00,https://www.scuoladvisor.it/scuole/19607,0,0,0.00,0,0,"[20,20,20,16,16,13,16,20,81,24,16,13]",2026-03-09,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
istituti leonardo civitanova marche,88,88,70,22,0.00,https://www.scuoladvisor.it/scuole/8218,0,0,0.00,0.33,198000,"[19,26,26,26,26,53,53,34,42,26,7,7]",2026-02-24,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
ic 14,88,88,170,36,0.00,https://www.scuoladvisor.it/scuole/11262/ic-n14-bologna,0,0,0.00,0,1100000000,"[22,43,29,35,29,54,29,22,22,66,54,43]",2026-02-10,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
istituto bachelet oggiono,26,26,390,25,0.00,https://www.scuoladvisor.it/scuole/42548,0,0,0.00,0.01,5170,"[20,30,30,24,20,36,45,24,20,36,30,24]",2026-02-24,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
istituto sella aalto lagrange,15,15,140,19,0.00,https://www.scuoladvisor.it/scuole/45017/iis-sella-aalto-lagrange-serale,0,0,0.00,0.01,4430,"[15,43,21,21,12,28,53,43,28,81,100,65]",2026-02-07,"Local pack, Sitelinks, Related searches",navigational,Organic
istituto sella aalto lagrange,22,22,140,19,0.00,https://www.scuoladvisor.it/scuole/38016/itc-sella-aalto-lagrange-serale,0,0,0.00,0.01,4430,"[15,43,21,21,12,28,53,43,28,81,100,65]",2026-02-07,"Local pack, Sitelinks, Related searches",navigational,Organic
convitto nazionale di arezzo,29,29,320,25,0.00,https://www.scuoladvisor.it/toscana/arezzo/convitto-nazionale,0,0,0.00,0,0,"[44,44,44,44,44,44,36,36,100,54,66,44]",2026-03-13,"Knowledge panel, Sitelinks, Video, Video Carousel, Related searches","navigational, transactional",Organic
aalto lagrange,27,27,70,24,0.00,https://www.scuoladvisor.it/scuole/38016/itc-sella-aalto-lagrange-serale,0,0,0.00,0.33,203000,"[14,78,78,78,35,14,50,35,14,78,14,14]",2026-02-11,"Local pack, Sitelinks, Video, Image, Related searches","commercial, navigational",Organic
istituto comprensivo santa marinella,55,55,210,31,0.00,https://www.scuoladvisor.it/scuole/27423/s-marinella-centro-urbano,0,0,0.00,0,47800,"[11,21,14,21,14,17,14,21,48,48,26,17]",2026-02-23,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
ic colico,31,31,70,24,0.00,https://www.scuoladvisor.it/scuole/11854,0,0,0.00,0.33,49800,"[15,15,12,15,15,12,12,15,28,34,43,6]",2026-02-14,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
fiocchi lecco,61,61,1600,33,1.17,https://www.scuoladvisor.it/scuole/32534,0,0,0.00,0.01,120,"[18,35,18,18,24,18,44,18,18,81,44,29]",2026-03-04,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related searches",navigational,Organic
ettore carafa andria,55,55,170,21,0.00,https://www.scuoladvisor.it/scuole/2124,0,0,0.00,0,19100,"[9,14,11,11,9,11,11,17,17,59,17,21]",2026-02-27,"Knowledge panel, Video, Image, People also ask, Related searches",navigational,Organic
ic ostiglia,30,30,170,21,0.00,https://www.scuoladvisor.it/lombardia/ostiglia/istituto-comprensivo,0,0,0.00,0,14900,"[23,23,28,28,18,28,23,18,35,66,44,28]",2026-03-01,"Sitelinks, Related searches",navigational,Organic
liceo artistico calò grottaglie,14,14,140,32,0.00,https://www.scuoladvisor.it/scuole/18460,0,0,0.00,0,67,"[18,23,28,23,18,23,15,18,15,44,18,23]",2026-02-13,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
sassetti peruzzi,70,70,1600,13,0.00,https://www.scuoladvisor.it/scuole/39401,0,0,0.00,0.01,14400,"[22,29,36,29,13,22,36,36,20,65,43,43]",2026-02-14,"Knowledge panel, Image pack, Video, Image, Related searches",navigational,Organic
istituto comprensivo settimo milanese,23,23,1000,28,0.00,https://www.scuoladvisor.it/lombardia/settimo-milanese/istituto-comprensivo,0,0,0.00,0,179,"[24,24,24,18,24,16,8,4,24,16,16,16]",2026-03-07,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
fvg scuole,59,59,1000,25,0.00,https://www.scuoladvisor.it/friuli-venezia-giulia/mariano-del-friuli/scuola-primaria,0,0,0.00,0,10700000,"[8,10,20,16,24,27,52,66,36,20,13,10]",2026-03-08,"Video, Image, Related searches","informational, transactional",Organic
istituto marelli dudovich,13,13,110,20,0.00,https://www.scuoladvisor.it/scuole/25564/ip-marelli-dudovich,0,0,0.00,0.03,4570,"[19,42,34,34,19,26,42,100,42,53,42,26]",2026-02-06,"Local pack, Sitelinks, Video, Related searches",navigational,Organic
istituto marelli dudovich,19,19,110,20,0.00,https://www.scuoladvisor.it/scuole/25564/ip-marelli-dudovich,0,0,0.00,0.03,4570,"[19,42,34,34,19,26,42,100,42,53,42,26]",2026-02-06,"Local pack, Sitelinks, Video, Related searches",navigational,Organic
i.c. strambino,27,27,140,33,0.00,https://www.scuoladvisor.it/scuole/41612/icstrambino-scarmagno-olivett,0,0,0.00,0,8750,"[23,28,28,28,28,28,28,28,28,100,43,35]",2026-02-17,"Local pack, Sitelinks, Image, Related searches",navigational,Organic
ic langhirano,25,25,260,30,0.00,https://www.scuoladvisor.it/scuole/14549/ic-langhirano-fermi-ferrari,0,0,0.00,0,15600,"[14,26,26,26,26,21,21,17,21,48,26,21]",2026-02-10,"Local pack, Sitelinks, Related searches",navigational,Organic
istituto buozzi,70,70,140,18,0.00,https://www.scuoladvisor.it/scuole/33858/monterotondo-via-buozzi,0,0,0.00,0,283000,"[22,43,35,18,22,22,22,10,14,54,35,35]",2026-02-15,"Local pack, Sitelinks, Image, Related searches","commercial, navigational",Organic
istituto buozzi,76,76,140,18,0.00,https://www.scuoladvisor.it/scuole/33858/monterotondo-via-buozzi,0,0,0.00,0,283000,"[22,43,35,18,22,22,22,10,14,54,35,35]",2026-02-15,"Local pack, Sitelinks, Image, Related searches","commercial, navigational",Organic
liceo scientifico statale enrico fermi cantù,27,27,1000,19,0.00,https://www.scuoladvisor.it/scuole/7515,0,0,0.00,0.08,6450,"[52,52,84,68,46,52,46,20,25,100,68,100]",2026-02-23,"Knowledge panel, Sitelinks, Image, People also ask, Related searches",navigational,Organic
itis ferrari susa,33,33,70,24,0.00,https://www.scuoladvisor.it/scuole/35684/e-ferrari,0,0,0.00,0.01,5120,"[28,21,15,12,12,28,15,15,15,34,43,6]",2026-02-07,"Knowledge panel, Image pack, Sitelinks, Image, Related searches","informational, navigational",Organic
gemelli careri oppido,9,9,110,30,0.00,https://www.scuoladvisor.it/scuole/1244,0,0,0.00,0,4030,"[42,65,53,53,42,34,26,19,15,34,42,34]",2026-02-06,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
ic jovine,37,37,170,28,0.00,https://www.scuoladvisor.it/scuole/2560/ic-alighieri-jovine,0,0,0.00,0,11200,"[18,29,35,29,22,35,14,10,29,66,81,66]",2026-02-11,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
palmieri san severo,45,45,110,28,0.00,https://www.scuoladvisor.it/scuole/9528/ic-palmieri-s-giovbosco,0,0,0.00,0,350000,"[35,22,18,14,14,10,14,10,18,43,29,18]",2026-02-15,"Sitelinks, Video, Related searches, See results about",navigational,Organic
ic sacco fossano,26,26,90,38,0.00,https://www.scuoladvisor.it/scuole/25947/fossano-b-sacco,0,0,0.00,0,7480,"[0,12,12,28,17,23,28,23,35,43,28,17]",2026-02-11,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
liceo carducci viareggio,74,74,720,9,0.00,https://www.scuoladvisor.it/scuole/33317,0,0,0.00,0,19700,"[10,16,10,13,13,10,13,10,10,24,13,13]",2026-02-14,"Knowledge panel, Video, Image, People also ask, Related searches",navigational,Organic
galileo galilei cardito,52,52,70,12,0.00,https://www.scuoladvisor.it/scuole/38547,0,0,0.00,0.33,11200,"[5,9,7,4,3,3,4,5,7,26,9,2]",2026-02-19,"Knowledge panel, Video, Image, People also ask, Related searches",informational,Organic
istituto comprensivo tropea,48,48,1000,10,0.00,https://www.scuoladvisor.it/calabria/tropea/istituto-comprensivo,0,0,0.00,0,0,"[41,54,41,41,54,54,41,16,24,100,54,36]",2026-03-06,"Knowledge panel, Video, Related searches",navigational,Organic
scuole palermo superiori,78,78,480,22,0.00,https://www.scuoladvisor.it/sicilia/palermo/istituto-superiore,0,0,0.00,0,0,"[100,36,55,30,24,30,30,16,45,36,36,24]",2026-03-12,"Local pack, Video, Image, Related searches",commercial,Organic
i.c. bruno munari roma,31,31,140,32,0.00,https://www.scuoladvisor.it/scuole/47363/bruno-munari,0,0,0.00,0,24200,"[23,29,0,0,0,0,0,0,0,66,54,54]",2026-02-10,"Local pack, Sitelinks, Related searches",navigational,Organic
liceo scientifico guglielmo oberdan,42,42,1000,36,0.00,https://www.scuoladvisor.it/scuole/42360,0,0,0.00,0.06,19500,"[55,81,81,62,55,45,62,24,36,100,81,45]",2026-02-26,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
ic bari sardo,33,33,110,25,0.00,https://www.scuoladvisor.it/scuole/30958,0,0,0.00,0,29300,"[21,34,21,34,21,28,15,15,21,100,53,34]",2026-02-12,"Knowledge panel, Sitelinks, Image, People also ask, Related searches",navigational,Organic
ic thiesi,45,45,260,15,0.00,https://www.scuoladvisor.it/scuole/43471,0,0,0.00,0,4780,"[29,44,36,44,44,44,29,9,15,36,44,54]",2026-02-23,"Knowledge panel, Related searches",navigational,Organic
liceo scientifico e curiel,52,52,260,20,0.00,https://www.scuoladvisor.it/scuole/46681,0,0,0.00,0.04,0,"[43,43,43,43,43,54,35,22,100,100,54,54]",2026-03-13,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
ic manzoni castellanza,35,35,260,32,0.00,https://www.scuoladvisor.it/scuole/18568,0,0,0.00,0,5400,"[43,54,81,54,43,66,35,18,22,66,81,66]",2026-02-12,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
cpia borgomanero,34,34,70,8,0.00,https://www.scuoladvisor.it/scuole/26090/cpia-1-novara,0,0,0.00,0.02,599,"[11,26,26,19,19,19,34,19,26,42,53,15]",2026-02-07,"Image, People also ask, Related searches","informational, navigational",Organic
vigano merate,40,40,1900,31,0.00,https://www.scuoladvisor.it/lombardia/vigano,0,0,0.00,0,175,"[24,18,24,18,24,24,16,18,100,66,35,18]",2026-03-10,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
i.c. san giulio,15,15,210,26,0.00,https://www.scuoladvisor.it/scuole/16354/istituto-comprensivo-san-giulio,0,0,0.00,0,1090000,"[23,28,23,23,28,35,23,15,23,100,54,54]",2026-02-07,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
iiss calasso lecce,49,49,90,15,0.47,https://www.scuoladvisor.it/scuole/34225/iiss-f-calasso,0,0,0.00,0.02,2270,"[11,64,64,64,82,52,41,29,41,82,100,64]",2026-02-15,"Knowledge panel, Image pack, Video, Image, People also ask, Related searches",navigational,Organic
nosside pythagoras moscato,26,26,170,25,0.00,https://www.scuoladvisor.it/scuole/1188,0,0,0.00,0,1920,"[15,53,53,65,53,100,65,15,15,81,81,81]",2026-02-16,"Sitelinks, Video, Video Carousel, Related searches",navigational,Organic
convitto di cagliari,24,24,720,29,0.00,https://www.scuoladvisor.it/sardegna/cagliari/convitto-nazionale,0,0,0.00,0,166000,"[46,68,46,31,31,37,20,25,68,37,37,37]",2026-03-08,"Local pack, Sitelinks, Video, Image, Related searches",navigational,Organic
galileo sani latina,27,27,590,27,0.00,https://www.scuoladvisor.it/scuole/25886/angelo-sani,0,0,0.00,0,40500,"[0,0,0,0,0,0,0,0,0,4,100,5]",2026-02-09,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related searches","informational, navigational",Organic
ic flumeri,11,11,90,30,0.00,https://www.scuoladvisor.it/scuole/10604/ic-benedetto-c-roce,0,0,0.00,0,127000,"[9,9,52,52,52,33,33,33,42,100,33,33]",2026-02-10,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
istituto comprensivo di stradella,55,55,90,8,0.00,https://www.scuoladvisor.it/lombardia/stradella/istituto-comprensivo,0,0,0.00,0,23100,"[8,18,14,10,10,14,14,10,22,66,22,14]",2026-02-28,"Knowledge panel, Related searches",navigational,Organic
istituto comprensivo di stradella,62,62,90,8,0.00,https://www.scuoladvisor.it/lombardia/stradella/istituto-comprensivo,0,0,0.00,0,23100,"[8,18,14,10,10,14,14,10,22,66,22,14]",2026-02-28,"Knowledge panel, Related searches",navigational,Organic
liceo classico gorgia,55,55,110,25,0.00,https://www.scuoladvisor.it/scuole/4322/gorgia,0,0,0.00,0.03,8940,"[34,42,42,42,26,42,26,26,34,100,53,65]",2026-02-13,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related searches",navigational,Organic
ics costa masnaga,18,18,390,28,0.00,https://www.scuoladvisor.it/lombardia/costa-masnaga/istituto-comprensivo,0,0,0.00,0,147,"[20,16,24,20,20,45,24,30,67,30,30,20]",2026-03-14,"Local pack, Sitelinks, Related searches",navigational,Organic
istituto comprensivo calolziocorte,32,32,880,28,0.00,https://www.scuoladvisor.it/scuole/20675,0,0,0.00,0.02,6960,"[24,36,24,24,24,24,36,30,20,66,54,41]",2026-02-24,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
istituto nautico venezia,95,95,140,21,0.00,https://www.scuoladvisor.it/scuole/33071,0,0,0.00,0,300000,"[11,11,8,15,8,100,18,23,18,28,18,23]",2026-02-12,"Knowledge panel, Video, Image, People also ask, Related searches","informational, transactional",Organic
istituto d'istruzione superiore fermi - galilei,15,15,70,29,0.00,https://www.scuoladvisor.it/scuole/33954/iis-fermi-galilei-cirie-to,0,0,0.00,0,337000,"[48,39,0,0,0,0,0,0,0,0,0,0]",2026-02-09,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
istituto comprensivo castiglione messer marino,28,28,90,24,0.00,https://www.scuoladvisor.it/scuole/3272/castiglione-messer-marino-ic,0,0,0.00,0,3690,"[21,34,28,21,28,21,34,21,34,53,21,28]",2026-02-16,"Local pack, Sitelinks, Image, Related searches","commercial, navigational",Organic
istituto comprensivo aiello del sabato,27,27,480,27,0.00,https://www.scuoladvisor.it/campania/aiello-del-sabato/istituto-comprensivo,0,0,0.00,0,0,"[36,36,36,30,30,30,24,36,67,45,36,24]",2026-03-07,"Local pack, Sitelinks, Video, Related searches",navigational,Organic
assemini 2,89,89,110,24,0.00,https://www.scuoladvisor.it/scuole/38232/istituto-comprensivo-assemini-2,0,0,0.00,0,748000,"[6,34,21,43,21,15,28,43,43,100,53,43]",2026-02-11,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
liceo classico statale vincenzo gioberti,20,20,210,34,0.00,https://www.scuoladvisor.it/scuole/32648/v-gioberti,0,0,0.00,0,8080,"[0,10,100,36,23,19,1,19,2,10,19,23]",2026-02-10,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
pio la torre palermo,88,88,1000,34,0.00,https://www.scuoladvisor.it/scuole/50107/liceo-scientifico-pio-la-torre,0,0,0.00,0,1840000,"[20,29,29,22,16,16,20,16,13,43,16,22]",2026-02-15,"Local pack, Sitelinks, Video, People also ask, Related searches",navigational,Organic
isiss federico ii,35,35,170,17,0.00,https://www.scuoladvisor.it/scuole/37739,0,0,0.00,0,9930,"[34,81,53,65,43,53,81,43,53,100,43,43]",2026-02-10,"Local pack, Image pack, Video, People also ask, Related searches",commercial,Organic
isiss federico ii,58,58,170,17,0.00,https://www.scuoladvisor.it/scuole/29845,0,0,0.00,0,9930,"[34,81,53,65,43,53,81,43,53,100,43,43]",2026-02-10,"Local pack, Image pack, Video, People also ask, Related searches",commercial,Organic
ic karol wojtyla,84,84,880,29,0.00,https://www.scuoladvisor.it/scuole/18359/karol-wojtyla,0,0,0.00,0.02,34600,"[13,20,34,34,30,34,34,34,13,44,34,30]",2026-02-25,"Local pack, Video, Related searches",commercial,Organic
istituto bartolo pachino,50,50,260,13,0.00,https://www.scuoladvisor.it/sicilia/pachino/istituto-superiore,0,0,0.00,0,9550,"[44,54,36,36,29,29,29,15,9,54,66,44]",2026-02-15,"Local pack, Sitelinks, Image, Related searches",navigational,Organic
istituto bartolo pachino,51,51,260,13,0.00,https://www.scuoladvisor.it/sicilia/pachino/istituto-superiore,0,0,0.00,0,9550,"[44,54,36,36,29,29,29,15,9,54,66,44]",2026-02-15,"Local pack, Sitelinks, Image, Related searches",navigational,Organic
i c padre pio,79,79,320,38,0.00,https://www.scuoladvisor.it/scuole/6055/padre-pio,0,0,0.00,0.01,1090000,"[32,59,0,0,0,0,0,0,0,88,100,88]",2026-02-14,"Local pack, Sitelinks, Video, Related searches",navigational,Organic
ic carignano,62,62,320,9,0.00,https://www.scuoladvisor.it/piemonte/carignano/istituto-comprensivo,0,0,0.00,0,0,"[24,16,13,13,16,20,16,16,55,24,20,13]",2026-03-11,"Local pack, Related searches",navigational,Organic
ic carignano,75,75,320,9,0.00,https://www.scuoladvisor.it/piemonte/carignano/istituto-comprensivo,0,0,0.00,0,0,"[24,16,13,13,16,20,16,16,55,24,20,13]",2026-03-11,"Local pack, Related searches",navigational,Organic
istituto pascoli benevento,27,27,110,29,0.00,https://www.scuoladvisor.it/scuole/33690/bn-s-angelo-a-sasso,0,0,0.00,0,97000,"[17,100,64,64,41,100,52,23,29,100,100,82]",2026-02-10,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
istituto pascoli benevento,28,28,110,29,0.00,https://www.scuoladvisor.it/scuole/33690/bn-s-angelo-a-sasso,0,0,0.00,0,97000,"[17,100,64,64,41,100,52,23,29,100,100,82]",2026-02-10,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
istituto pascoli benevento,50,50,110,29,0.00,https://www.scuoladvisor.it/scuole/33690/bn-s-angelo-a-sasso,0,0,0.00,0,97000,"[17,100,64,64,41,100,52,23,29,100,100,82]",2026-02-10,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
de amicis giannone caserta,17,17,90,27,0.00,https://www.scuoladvisor.it/scuole/26574/caserta-ede-amicis-ce-1,0,0,0.00,0,11800,"[100,78,78,78,64,64,28,28,21,64,64,50]",2026-02-08,"Local pack, Sitelinks, Video, Image, Related searches",navigational,Organic
istituto comprensivo statale spirito santo,14,14,210,21,0.00,https://www.scuoladvisor.it/scuole/1351/ic-cosenza-vroma-spirito-s,0,0,0.00,0.06,95400,"[43,35,66,66,43,53,82,35,17,66,43,43]",2026-02-07,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
istituto comprensivo statale spirito santo,19,19,210,21,0.00,https://www.scuoladvisor.it/scuole/1351/ic-cosenza-vroma-spirito-s,0,0,0.00,0.06,95400,"[43,35,66,66,43,53,82,35,17,66,43,43]",2026-02-07,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
i.c. sandro pertini milano,44,44,140,21,0.00,https://www.scuoladvisor.it/scuole/10932/primaria-sandro-pertini,0,0,0.00,0,34800,"[44,44,0,0,0,0,0,0,0,100,81,54]",2026-02-09,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
